"GeneID","CHR","PRODUCT","FREQ","SNP_per_GENE","INS_per_GENE","DEL_per_GENE","INDELS","START","END","LENGTH"
"CTYZ_00003324","Ctyz_5","Initiation factor 2B-related",4,4,0,0,0,363984,365006,1022
"CTYZ_00003325","Ctyz_5","Uncharacterized protein",3,3,0,0,0,365076,366038,962
"CTYZ_00003326","Ctyz_5","Uncharacterized protein",3,3,0,0,0,366112,368820,2708
"CTYZ_00003327","Ctyz_5","Amino acid transporter",3,3,0,0,0,369004,370647,1643
"CTYZ_00003328","Ctyz_5","MORN repeat containing protein",2,2,0,0,0,370909,371835,926
"CTYZ_00003330","Ctyz_5","Uncharacterized protein",2,2,0,0,0,373129,374070,941
"CTYZ_00003331","Ctyz_5","Uncharacterized protein",4,4,0,0,0,374219,374307,88
"CTYZ_00003331","Ctyz_5","Uncharacterized protein",4,4,0,0,0,374353,374651,298
"CTYZ_00003331","Ctyz_5","Uncharacterized protein",4,4,0,0,0,374721,375028,307
"CTYZ_00003331","Ctyz_5","Uncharacterized protein",4,4,0,0,0,375073,375267,194
"CTYZ_00003333","Ctyz_5","TOG domain containing protein",5,3,2,0,2,376226,380299,4073
"CTYZ_00003334","Ctyz_5","Cactin-like protein",2,2,0,0,0,380334,381977,1643
"CTYZ_00003336","Ctyz_5","CTP synthase",1,1,0,0,0,383829,385838,2009
"CTYZ_00003338","Ctyz_5","16S rRNA methyltransferase RsmB/F",2,1,0,1,1,386629,387750,1121
"CTYZ_00003340","Ctyz_5","HORMA domain containing protein",3,3,0,0,0,389345,389380,35
"CTYZ_00003340","Ctyz_5","HORMA domain containing protein",3,3,0,0,0,389433,390614,1181
"CTYZ_00003341","Ctyz_5","H/ACA ribonucleoprotein complex subunit",1,1,0,0,0,390687,391232,545
"CTYZ_00003343","Ctyz_5","Fibronectin-binding protein A N-terminus domain containing protein",2,2,0,0,0,393055,397179,4124
"CTYZ_00003345","Ctyz_5","Uncharacterized protein",1,1,0,0,0,398617,400746,2129
"CTYZ_00003346","Ctyz_5","t-SNARE coiled-coil homology domain containing protein",1,1,0,0,0,401263,401874,611
"CTYZ_00003347","Ctyz_5","Proteasome alpha-subunit",2,2,0,0,0,402807,402902,95
"CTYZ_00003347","Ctyz_5","Proteasome alpha-subunit",2,2,0,0,0,402081,402749,668
"CTYZ_00003349","Ctyz_5","Zinc finger C3H1-type domain containing protein",1,1,0,0,0,403731,404765,1034
"CTYZ_00003350","Ctyz_5","Vir superfamily protein",1,1,0,0,0,404825,406816,1991
"CTYZ_00003351","Ctyz_5","PIG-Q like N-acetylglucosaminyl-phosphatidylinositol transferase",2,2,0,0,0,407056,409065,2009
"CTYZ_00003352","Ctyz_5","Las1-like",2,2,0,0,0,409271,411493,2222
"CTYZ_00003354","Ctyz_5","T-complex protein 1 subunit delta",1,1,0,0,0,412527,414134,1607
"CTYZ_00003355","Ctyz_5","Uncharacterized protein",2,2,0,0,0,414529,415491,962
"CTYZ_00003357","Ctyz_5","EF-hand domain containing protein",2,2,0,0,0,417091,418467,1376
"CTYZ_00003358","Ctyz_5","Pleckstrin homology (PH) domain containing protein",1,1,0,0,0,418803,419426,623
"CTYZ_00003360","Ctyz_5","Uncharacterized protein",7,7,0,0,0,420931,428586,7655
"CTYZ_00003361","Ctyz_5","CAAX amino terminal protease",1,1,0,0,0,429248,430123,875
"CTYZ_00003364","Ctyz_5","Uncharacterized protein",2,2,0,0,0,432594,435239,2645
"CTYZ_00003366","Ctyz_5","RIO kinase",1,1,0,0,0,438965,440968,2003
"CTYZ_00003368","Ctyz_5","Cysteine-rich secretory protein, allergen V5/Tpx-1-related",1,1,0,0,0,443571,444809,1238
"CTYZ_00003369","Ctyz_5","Galactose-binding domain-like containing protein",1,1,0,0,0,445145,445747,602
"CTYZ_00003370","Ctyz_5","Glycosyl transferase family 2",1,1,0,0,0,446630,446733,103
"CTYZ_00003370","Ctyz_5","Glycosyl transferase family 2",1,1,0,0,0,446452,446551,99
"CTYZ_00003370","Ctyz_5","Glycosyl transferase family 2",1,1,0,0,0,446364,446397,33
"CTYZ_00003370","Ctyz_5","Glycosyl transferase family 2",1,1,0,0,0,446098,446316,218
"CTYZ_00003370","Ctyz_5","Glycosyl transferase family 2",1,1,0,0,0,445767,446035,268
"CTYZ_00003371","Ctyz_5","SMAD/FHA/Forkhead-associated (FHA) domain containing protein",4,4,0,0,0,447198,449507,2309
"CTYZ_00003372","Ctyz_5","Uncharacterized protein",3,2,1,0,1,449740,451596,1856
"CTYZ_00003373","Ctyz_5","SKI family SFII helicase",33,33,0,0,0,452424,458792,6368
"CTYZ_00003374","Ctyz_5","SCC2/Zinc finger, RING/FYVE/PHD-type domain containing protein",4,3,1,0,1,459605,461854,2249
"CTYZ_00003375","Ctyz_5","SCC2/Zinc finger, RING/FYVE/PHD-type domain containing protein",2,2,0,0,0,461920,464913,2993
"CTYZ_00003376","Ctyz_5","Fes/CIP4, and EFC/F-BAR homology domain containing protein",3,3,0,0,0,465470,467512,2042
"CTYZ_00003377","Ctyz_5","C-5 cytosine-specific DNA methylase",2,2,0,0,0,469119,469180,61
"CTYZ_00003377","Ctyz_5","C-5 cytosine-specific DNA methylase",2,2,0,0,0,468817,468880,63
"CTYZ_00003377","Ctyz_5","C-5 cytosine-specific DNA methylase",2,2,0,0,0,467566,468732,1166
"CTYZ_00003380","Ctyz_5","Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II",7,7,0,0,0,471581,474805,3224
"CTYZ_00003381","Ctyz_5","Uncharacterized protein",2,2,0,0,0,475391,477103,1712
"CTYZ_00003382","Ctyz_5","ZIP Zinc transporter",2,2,0,0,0,478160,479218,1058
"CTYZ_00003384","Ctyz_5","EF-hand domain containing protein",1,1,0,0,0,481118,481264,146
"CTYZ_00003384","Ctyz_5","EF-hand domain containing protein",1,1,0,0,0,481371,481544,173
"CTYZ_00003386","Ctyz_5","Uncharacterized protein",1,1,0,0,0,482753,483340,587
"CTYZ_00003387","Ctyz_5","Uncharacterized protein",1,0,0,1,1,484017,485861,1844
"CTYZ_00003388","Ctyz_5","DNA/RNA non-specific endonuclease",1,1,0,0,0,486539,487951,1412
"CTYZ_00003390","Ctyz_5","RRM domain containing protein",1,1,0,0,0,489831,490343,512
"CTYZ_00003393","Ctyz_5","Transmembrane Thioredoxin domain containting protein",3,1,1,1,2,493116,494189,1073
"CTYZ_00003394","Ctyz_5","Glycosyl transferase family 4",2,2,0,0,0,494527,495798,1271
"CTYZ_00003395","Ctyz_5","Uncharacterized protein",7,7,0,0,0,496384,500568,4184
"CTYZ_00003396","Ctyz_5","Uncharacterized protein",8,8,0,0,0,501626,502504,878
"CTYZ_00003399","Ctyz_5","Uncharacterized protein",2,2,0,0,0,504983,506884,1901
"CTYZ_00003401","Ctyz_5","Sin3 like paired amphipathic helix containing protein",1,1,0,0,0,508553,512824,4271
"CTYZ_00003406","Ctyz_5","SET domain containing protein",3,3,0,0,0,517218,518789,1571
"CTYZ_00003409","Ctyz_5","PDZ domain containing protein",1,1,0,0,0,521479,522189,710
"CTYZ_00003411","Ctyz_5","Uncharacterized Protein",2,2,0,0,0,523217,524299,1082
"CTYZ_00003412","Ctyz_5","GCD10p RNA methylase",2,2,0,0,0,525223,526866,1643
"CTYZ_00003413","Ctyz_5","UbiB domain containing protein",1,1,0,0,0,527297,528262,965
"CTYZ_00003414","Ctyz_5","Beta-lactamase/transpeptidase-like",3,3,0,0,0,528626,530461,1835
"CTYZ_00003415","Ctyz_5","Uncharacterized protein",10,4,5,1,6,530799,534725,3926
"CTYZ_00003418","Ctyz_5","tRNA-dihydrouridine synthase",2,2,0,0,0,537789,539909,2120
"CTYZ_00003419","Ctyz_5","Uncharacterized protein",5,5,0,0,0,540515,543991,3476
"CTYZ_00003420","Ctyz_5","RRM domain containing protein",3,2,0,1,1,544502,547030,2528
"CTYZ_00003422","Ctyz_5","tRNA (adenine(58)-N(1))-methyltransferase",1,1,0,0,0,548999,549091,92
"CTYZ_00003422","Ctyz_5","tRNA (adenine(58)-N(1))-methyltransferase",1,1,0,0,0,549241,549396,155
"CTYZ_00003424","Ctyz_5","Uncharacterized protein",3,3,0,0,0,554012,554971,959
"CTYZ_00003425","Ctyz_5","Peptidase C19, ubiquitin carboxyl-terminal hydrolase",2,1,1,0,1,555325,560085,4760
"CTYZ_00003428","Ctyz_5","CECR6/TMEM121 family",1,1,0,0,0,563501,566197,2696
"CTYZ_00003429","Ctyz_5","WD40-repeat-containing protein",4,4,0,0,0,567009,570345,3336
"CTYZ_00003429","Ctyz_5","WD40-repeat-containing protein",4,4,0,0,0,570399,570478,79
"CTYZ_00003430","Ctyz_5","Ubiquitin",1,0,1,0,1,571517,572152,635
"CTYZ_00003431","Ctyz_5","DNA mismatch repair proteins mutL/hexB/PMS1 ATPase",2,1,1,0,1,572900,575302,2402
"CTYZ_00003432","Ctyz_5","Uncharacterized protein",1,1,0,0,0,575449,576552,1103
"CTYZ_00003437","Ctyz_5","Pumilio RNA-binding repeat containing protein",2,2,0,0,0,584629,586614,1985
"CTYZ_00003439","Ctyz_5","Zinc finger RanBP2-type domain containing protein",1,1,0,0,0,589162,591366,2204
"CTYZ_00003441","Ctyz_5","Peptidase M16 C-terminal domain containing protein",7,7,0,0,0,593277,597092,3815
"CTYZ_00003442","Ctyz_5","alcohol dehydrogenase",2,1,1,0,1,597485,598540,1055
"CTYZ_00003443","Ctyz_5","Uncharacterized protein",9,9,0,0,0,599171,602947,3776
"CTYZ_00003444","Ctyz_5","Uncharacterized protein",2,2,0,0,0,603489,605414,1925
"CTYZ_00003445","Ctyz_5","Uncharacterized protein",2,2,0,0,0,606128,607123,995
"CTYZ_00003447","Ctyz_5","putative Secreted Protein",16,14,1,1,2,609194,614980,5786
"CTYZ_00003448","Ctyz_5","Uncharacterized protein",3,3,0,0,0,615565,615618,53
"CTYZ_00003448","Ctyz_5","Uncharacterized protein",3,3,0,0,0,615857,617470,1613
"CTYZ_00003449","Ctyz_5","putative Secreted Protein",3,3,0,0,0,618199,619734,1535
"CTYZ_00003454","Ctyz_5","Katanin p60/fidgetin family with AAA ATpase",1,1,0,0,0,628322,629932,1610
"CTYZ_00003455","Ctyz_5","Actin depolymerizing factor",1,1,0,0,0,631012,631413,401
"CTYZ_00003456","Ctyz_5","ULP1 like chllamydin domain containing protease",1,0,1,0,1,632536,633897,1361
"CTYZ_00003457","Ctyz_5","Uncharacterized protein",1,1,0,0,0,634159,634788,629
"CTYZ_00003458","Ctyz_5","Vacuolar protein sorting-associated protein 13 C-terminal domain containing protein",14,11,0,3,3,635863,650829,14966
"CTYZ_00003460","Ctyz_5","Uncharacterized protein",4,2,0,2,2,652864,655065,2201
"CTYZ_00003461","Ctyz_5","Uncharacterized protein",1,1,0,0,0,655643,658288,2645
"CTYZ_00003462","Ctyz_5","Zinc finger C3H1-type domain containing protein",1,1,0,0,0,659667,660734,1067
"CTYZ_00003463","Ctyz_5","C1p1p GTpase Pre-mRNA cleavaage complex protein",3,2,0,1,1,660930,662735,1805
"CTYZ_00003464","Ctyz_5","Uncharacterized protein",1,1,0,0,0,663481,664518,1037
"CTYZ_00003466","Ctyz_5","Alpha amylase",2,2,0,0,0,666861,668381,1520
"CTYZ_00003467","Ctyz_5","SNF2-related N-terminal/Helicase superfamily 1/2 ATP-binding domain containing protein",1,1,0,0,0,668912,670927,2015
"CTYZ_00003468","Ctyz_5","DNA polymerase V",1,1,0,0,0,671730,675992,4262
"CTYZ_00003469","Ctyz_5","Forkhead associated domain (FHA) containing protein",1,1,0,0,0,676333,677118,785
"CTYZ_00003470","Ctyz_5","DNAj domain containing protein",1,1,0,0,0,677150,678832,1682
"CTYZ_00003471","Ctyz_5","U5snrp Brr2 SFII RNA helicase (sec63 and the second part of the RNA)",2,2,0,0,0,679588,683190,3602
"CTYZ_00003471","Ctyz_5","U5snrp Brr2 SFII RNA helicase (sec63 and the second part of the RNA)",2,2,0,0,0,683415,683577,162
"CTYZ_00003471","Ctyz_5","U5snrp Brr2 SFII RNA helicase (sec63 and the second part of the RNA)",2,2,0,0,0,684015,686002,1987
"CTYZ_00003471","Ctyz_5","U5snrp Brr2 SFII RNA helicase (sec63 and the second part of the RNA)",2,2,0,0,0,686404,687819,1415
"CTYZ_00003474","Ctyz_5","CS domain containing protein",1,1,0,0,0,691666,691702,36
"CTYZ_00003474","Ctyz_5","CS domain containing protein",1,1,0,0,0,691371,691561,190
"CTYZ_00003474","Ctyz_5","CS domain containing protein",1,1,0,0,0,691214,691262,48
"CTYZ_00003474","Ctyz_5","CS domain containing protein",1,1,0,0,0,690997,691097,100
"CTYZ_00003474","Ctyz_5","CS domain containing protein",1,1,0,0,0,690877,690921,44
"CTYZ_00003474","Ctyz_5","CS domain containing protein",1,1,0,0,0,690722,690805,83
"CTYZ_00003475","Ctyz_5","Plus-3 domain containing protein",2,2,0,0,0,691934,694024,2090
"CTYZ_00003476","Ctyz_5","Uncharacterized protein",1,1,0,0,0,694436,696949,2513
"CTYZ_00003477","Ctyz_5","Uncharacterized protein",2,2,0,0,0,697368,697703,335
"CTYZ_00003479","Ctyz_5","Doublecortin/p25-alpha domain containing protein",1,1,0,0,0,699424,700005,581
"CTYZ_00003479","Ctyz_5","Doublecortin/p25-alpha domain containing protein",1,1,0,0,0,700064,700234,170
"CTYZ_00003480","Ctyz_5","Uncharacterized protein",1,1,0,0,0,700583,701515,932
"CTYZ_00003481","Ctyz_5","Carboxylic ester hydrolase",1,1,0,0,0,702016,703704,1688
"CTYZ_00003481","Ctyz_5","Carboxylic ester hydrolase",1,1,0,0,0,703760,703895,135
"CTYZ_00003481","Ctyz_5","Carboxylic ester hydrolase",1,1,0,0,0,703951,704313,362
"CTYZ_00003481","Ctyz_5","Carboxylic ester hydrolase",1,1,0,0,0,704387,704742,355
"CTYZ_00003483","Ctyz_5","Cullin",7,7,0,0,0,706278,711767,5489
"CTYZ_00003484","Ctyz_5","Uncharacterized protein",45,29,12,4,16,712653,728660,16007
"CTYZ_00003487","Ctyz_5","Uncharacterized protein",3,3,0,0,0,733300,736627,3327
"CTYZ_00003488","Ctyz_5","Thymidine kinase",2,2,0,0,0,736989,737573,584
"CTYZ_00003489","Ctyz_5","WD40-repeat-containing protein",6,5,0,1,1,737784,740930,3146
"CTYZ_00003490","Ctyz_5","S-adenosyl-L-methionine-dependent methyltransferase",6,4,2,0,2,741233,742711,1478
"CTYZ_00003493","Ctyz_5","Serine/threonine protein kinase",3,3,0,0,0,746901,749291,2390
"CTYZ_00003496","Ctyz_5","Uncharacterized Protein",3,3,0,0,0,754329,756584,2255
"CTYZ_00003497","Ctyz_5","Uncharacterized Protein",2,1,1,0,1,756872,758392,1520
"CTYZ_00003498","Ctyz_5","Uncharacterized protein",2,2,0,0,0,759061,762228,3167
"CTYZ_00003501","Ctyz_5","Frataxin like protein",3,3,0,0,0,763798,764316,518
"CTYZ_00003502","Ctyz_5","Uncharacterized protein",1,1,0,0,0,764959,766386,1427
"CTYZ_00003504","Ctyz_5","Swi/SNf2 RAD26",4,4,0,0,0,769387,772911,3524
"CTYZ_00003505","Ctyz_5","Uncharacterized protein",1,1,0,0,0,772948,774429,1481
"CTYZ_00003506","Ctyz_5","Uncharacterized protein",1,1,0,0,0,774624,776216,1592
"CTYZ_00003508","Ctyz_5","Uncharacterized protein",1,1,0,0,0,778343,780928,2585
"CTYZ_00003509","Ctyz_5","Calponin homology domain containing protein",6,4,1,1,2,782394,784829,2435
"CTYZ_00003510","Ctyz_5","EGF-like domain containing protein",3,3,0,0,0,785892,788963,3071
"CTYZ_00003511","Ctyz_5","Trimeric LpxA-like",5,2,0,3,3,790151,791674,1523
"CTYZ_00003514","Ctyz_5","Uncharacterized protein",3,2,1,0,1,794468,796726,2258
"CTYZ_00003517","Ctyz_5","PP2C like protein phosphatase",1,1,0,0,0,803242,804576,1334
"CTYZ_00003519","Ctyz_5","Uncharacterized protein",1,1,0,0,0,807098,809446,2348
"CTYZ_00003522","Ctyz_5","Uncharacterized protein",1,1,0,0,0,812839,813426,587
"CTYZ_00003525","Ctyz_5","DHR1/Ecm16p/kurz HrpA family SFII helicase",5,3,2,0,2,817841,821713,3872
"CTYZ_00003526","Ctyz_5","Articulin family protein",3,3,0,0,0,822957,824309,1352
"CTYZ_00003527","Ctyz_5","Serine/threonine-protein phosphatase",1,1,0,0,0,825824,826539,715
"CTYZ_00003527","Ctyz_5","Serine/threonine-protein phosphatase",1,1,0,0,0,826599,826908,309
"CTYZ_00003528","Ctyz_5","U1 small nuclear ribonucleoprotein C with U1 zinc finger",1,1,0,0,0,827068,827664,596
"CTYZ_00003529","Ctyz_5","Uncharacterized protein",3,3,0,0,0,827945,828658,713
"CTYZ_00003531","Ctyz_5","Uncharacterized protein",2,2,0,0,0,832318,833928,1610
"CTYZ_00003532","Ctyz_5","Uncharacterized protein",4,4,0,0,0,834219,834297,78
"CTYZ_00003532","Ctyz_5","Uncharacterized protein",4,4,0,0,0,834826,835400,574
"CTYZ_00003535","Ctyz_5","Zinc finger, RING/FYVE/PHD-type domain containing protein",2,2,0,0,0,839902,842091,2189
"CTYZ_00003536","Ctyz_5","Uncharacterized protein",1,1,0,0,0,843003,844739,1736
"CTYZ_00003537","Ctyz_5","Uncharacterized protein",1,1,0,0,0,845129,847231,2102
"CTYZ_00003538","Ctyz_5","Secreted Alpha/Beta hydrolase",1,1,0,0,0,848752,849849,1097
"CTYZ_00003540","Ctyz_5","Aspartic peptidase domain containing protein",2,2,0,0,0,853308,853989,681
"CTYZ_00003540","Ctyz_5","Aspartic peptidase domain containing protein",2,2,0,0,0,851890,852974,1084
"CTYZ_00003544","Ctyz_5","PH domain-like protein",2,2,0,0,0,856855,858408,1553
"CTYZ_00003545","Ctyz_5","putative transmembrane Protein",3,3,0,0,0,858784,861939,3155
"CTYZ_00003546","Ctyz_5","mRNA-decapping enzyme subunit 1",2,1,1,0,1,862645,863607,962
"CTYZ_00003548","Ctyz_5","DEAD/DEAH box helicase",3,3,0,0,0,865682,867814,2132
"CTYZ_00003550","Ctyz_5","Adapter-protein complex 1 gamma subunit",1,1,0,0,0,868841,871726,2885
"CTYZ_00003552","Ctyz_5","Uncharacterized protein",1,1,0,0,0,874420,874950,530
"CTYZ_00003557","Ctyz_5","Uncharacterized protein",1,1,0,0,0,882764,883863,1099
"CTYZ_00003557","Ctyz_5","Uncharacterized protein",1,1,0,0,0,882560,882705,145
"CTYZ_00003557","Ctyz_5","Uncharacterized protein",1,1,0,0,0,882100,882455,355
"CTYZ_00003559","Ctyz_5","Uncharacterized protein",1,1,0,0,0,885108,885956,848
"CTYZ_00003560","Ctyz_5","SAM Mtases/PrmA",4,3,1,0,1,886585,888444,1859
"CTYZ_00003562","Ctyz_5","Trimeric LpxA-like protein with Hexapeptide repeat",3,1,1,1,2,890378,890432,54
"CTYZ_00003562","Ctyz_5","Trimeric LpxA-like protein with Hexapeptide repeat",3,1,1,1,2,890167,890257,90
"CTYZ_00003562","Ctyz_5","Trimeric LpxA-like protein with Hexapeptide repeat",3,1,1,1,2,889368,890049,681
"CTYZ_00003564","Ctyz_5","Ankyrin repeat-containing protein",10,9,0,1,1,891871,893283,1412
"CTYZ_00003565","Ctyz_5","30S ribosomal protein S17e",1,1,0,0,0,893374,893766,392
"CTYZ_00003567","Ctyz_5","Sec1-like protein",2,2,0,0,0,895667,897664,1997
"CTYZ_00003568","Ctyz_5","TRAM/LAG1/CLN8 homology domain containing protein",4,4,0,0,0,898243,899214,971
"CTYZ_00003572","Ctyz_5","PH domain-like protein",1,1,0,0,0,903318,904232,914
"CTYZ_00003573","Ctyz_5","Uncharacterized protein",1,1,0,0,0,904527,905300,773
"CTYZ_00003574","Ctyz_5","Thymidylate kinase",1,1,0,0,0,906694,906755,61
"CTYZ_00003574","Ctyz_5","Thymidylate kinase",1,1,0,0,0,906416,906498,82
"CTYZ_00003574","Ctyz_5","Thymidylate kinase",1,1,0,0,0,905942,906360,418
"CTYZ_00003574","Ctyz_5","Thymidylate kinase",1,1,0,0,0,905704,905784,80
"CTYZ_00003576","Ctyz_5","Uncharacterized protein",3,3,0,0,0,910469,911737,1268
"CTYZ_00003576","Ctyz_5","Uncharacterized protein",3,3,0,0,0,911816,912616,800
"CTYZ_00003579","Ctyz_5","Uncharacterized protein",20,8,5,7,12,916101,919454,3353
"CTYZ_00003581","Ctyz_1","membrane associated protein",1,1,0,0,0,2114,3427,1313
"CTYZ_00003582","Ctyz_1","membrane associated protein",1,1,0,0,0,3899,8848,4949
"CTYZ_00003589","Ctyz_1","Uncharacterized protein",1,1,0,0,0,18254,21367,3113
"CTYZ_00003591","Ctyz_1","Signal peptide region containing protein",4,4,0,0,0,24812,26107,1295
"CTYZ_00003592","Ctyz_1","Signal peptide region containing protein",7,7,0,0,0,26548,28506,1958
"CTYZ_00003594","Ctyz_1","putative Secreted Protein",3,3,0,0,0,36116,37700,1584
"CTYZ_00003595","Ctyz_1","putative Secreted Protein",2,2,0,0,0,37795,39084,1289
"CTYZ_00003596","Ctyz_1","putative Secreted Protein",6,6,0,0,0,39791,42352,2561
"CTYZ_00003599","Ctyz_1","Narf-like protein nuclear prelamin A recognition factor",3,3,0,0,0,49419,49598,179
"CTYZ_00003599","Ctyz_1","Narf-like protein nuclear prelamin A recognition factor",3,3,0,0,0,49682,50923,1241
"CTYZ_00003602","Ctyz_1","Uncharacterized protein",1,1,0,0,0,52599,53093,494
"CTYZ_00003603","Ctyz_1","Glycosylphosphatidylinositol transamidase",5,4,1,0,1,53115,54389,1274
"CTYZ_00003604","Ctyz_1","Glycosyl transferase, family 1",2,2,0,0,0,54642,56030,1388
"CTYZ_00003605","Ctyz_1","Signal peptide region containing protein",1,1,0,0,0,56095,57156,1061
"CTYZ_00003607","Ctyz_1","Signal peptide region containing protein",1,1,0,0,0,59200,60582,1382
"CTYZ_00003609","Ctyz_1","Short-chain dehydrogenase/reductase SDR",3,2,1,0,1,61804,62823,1019
"CTYZ_00003610","Ctyz_1","Ubiquitin carboxyl-terminal hydrolase/Ubiquitin family",3,3,0,0,0,62985,64448,1463
"CTYZ_00003611","Ctyz_1","40S ribosomal protein S21",1,1,0,0,0,64886,64891,5
"CTYZ_00003611","Ctyz_1","40S ribosomal protein S21",1,1,0,0,0,64551,64790,239
"CTYZ_00003612","Ctyz_1","AP endonuclease 2",1,1,0,0,0,65228,66274,1046
"CTYZ_00003613","Ctyz_1","Oxysterol-binding protein",1,1,0,0,0,66533,68278,1745
"CTYZ_00003614","Ctyz_1","CDC48 like AAA ATPase",1,1,0,0,0,69362,71803,2441
"CTYZ_00003615","Ctyz_1","machado-Joseph disease protein like domain/UBX domain containing protein",2,2,0,0,0,72610,73800,1190
"CTYZ_00003616","Ctyz_1","RNA recognition motif domain containing protein",1,1,0,0,0,74451,76157,1706
"CTYZ_00003618","Ctyz_1","carboxypeptidase A with signal peptide region",1,1,0,0,0,80402,82642,2240
"CTYZ_00003619","Ctyz_1","Ubiquinone biosynthesis protein COQ4",1,1,0,0,0,83794,84237,443
"CTYZ_00003619","Ctyz_1","Ubiquinone biosynthesis protein COQ4",1,1,0,0,0,83258,83728,470
"CTYZ_00003620","Ctyz_1","Uncharacterized protein",1,1,0,0,0,85075,85884,809
"CTYZ_00003621","Ctyz_1","CMGC/MAPK group Protein kinase",3,3,0,0,0,86145,88337,2192
"CTYZ_00003625","Ctyz_1","Signal peptidase I",1,1,0,0,0,91795,91879,84
"CTYZ_00003625","Ctyz_1","Signal peptidase I",1,1,0,0,0,91984,92139,155
"CTYZ_00003625","Ctyz_1","Signal peptidase I",1,1,0,0,0,92197,92269,72
"CTYZ_00003625","Ctyz_1","Signal peptidase I",1,1,0,0,0,92352,92580,228
"CTYZ_00003626","Ctyz_1","Uncharacterized protein",7,6,1,0,1,92604,94349,1745
"CTYZ_00003627","Ctyz_1","Uncharacterized protein",6,6,0,0,0,94683,96494,1811
"CTYZ_00003628","Ctyz_1","Armadillo-type fold/Signal peptide region containing protein",112,87,9,16,25,97563,100511,2948
"CTYZ_00003630","Ctyz_1","Uncharacterized protein",1,1,0,0,0,102137,102526,389
"CTYZ_00003633","Ctyz_1","Uncharacterized protein",1,1,0,0,0,105892,107673,1781
"CTYZ_00003636","Ctyz_1","V-type proton ATPase proteolipid subunit",1,1,0,0,0,110310,110804,494
"CTYZ_00003637","Ctyz_1","C2H2-type Zinc finger containing protein",4,4,0,0,0,112432,112534,102
"CTYZ_00003637","Ctyz_1","C2H2-type Zinc finger containing protein",4,4,0,0,0,112263,112322,59
"CTYZ_00003637","Ctyz_1","C2H2-type Zinc finger containing protein",4,4,0,0,0,112112,112199,87
"CTYZ_00003637","Ctyz_1","C2H2-type Zinc finger containing protein",4,4,0,0,0,111841,111910,69
"CTYZ_00003638","Ctyz_1","Uncharacterized protein",8,7,0,1,1,113212,122181,8969
"CTYZ_00003642","Ctyz_1","Uncharacterized protein",38,33,5,0,5,130020,137528,7508
"CTYZ_00003645","Ctyz_1","Uncharacterized protein",7,7,0,0,0,140766,142076,1310
"CTYZ_00003646","Ctyz_1","Uncharacterized protein",1,1,0,0,0,142624,143550,926
"CTYZ_00003647","Ctyz_1","Signal peptide region containing protein",9,9,0,0,0,144376,148194,3818
"CTYZ_00003649","Ctyz_1","putative Secreted Protein",3,3,0,0,0,149498,153316,3818
"CTYZ_00003650","Ctyz_1","Signal peptide region containing protein",1,1,0,0,0,153862,154875,1013
"CTYZ_00003651","Ctyz_1","Signal peptide region containing protein",3,3,0,0,0,156134,159661,3527
"CTYZ_00003652","Ctyz_1","Uncharacterized protein",2,2,0,0,0,160408,161441,1033
"CTYZ_00003652","Ctyz_1","Uncharacterized protein",2,2,0,0,0,159893,160163,270
"CTYZ_00003654","Ctyz_1","ABC transporter",7,6,0,1,1,163848,168173,4325
"CTYZ_00003655","Ctyz_1","Coiled coil protein",2,2,0,0,0,168448,171954,3506
"CTYZ_00003657","Ctyz_1","Glutamine cyclotransferase",1,1,0,0,0,173162,174196,1034
"CTYZ_00003659","Ctyz_1","SPRY/Peptidase C14 p20 domain containing protein",1,1,0,0,0,175850,176208,358
"CTYZ_00003659","Ctyz_1","SPRY/Peptidase C14 p20 domain containing protein",1,1,0,0,0,176269,176564,295
"CTYZ_00003659","Ctyz_1","SPRY/Peptidase C14 p20 domain containing protein",1,1,0,0,0,176658,176851,193
"CTYZ_00003660","Ctyz_1","Dynein heavy chain",23,18,4,1,5,177397,193101,15704
"CTYZ_00003661","Ctyz_1","Dual specificity phosphatase",1,1,0,0,0,193370,195694,2324
"CTYZ_00003662","Ctyz_1","Uncharacterized protein",1,1,0,0,0,196393,197874,1481
"CTYZ_00003663","Ctyz_1","Uncharacterized protein",2,2,0,0,0,198900,199544,644
"CTYZ_00003664","Ctyz_1","Uncharacterized protein",6,6,0,0,0,199968,200013,45
"CTYZ_00003664","Ctyz_1","Uncharacterized protein",6,6,0,0,0,200169,200321,152
"CTYZ_00003664","Ctyz_1","Uncharacterized protein",6,6,0,0,0,200398,204647,4249
"CTYZ_00003665","Ctyz_1","Protein disulfide isomerase",3,2,0,1,1,205623,207596,1973
"CTYZ_00003666","Ctyz_1","Protein kinase",1,1,0,0,0,207751,209550,1799
"CTYZ_00003668","Ctyz_1","Sen1p/ NAM7 like superfamily I RNA helicase",2,2,0,0,0,213365,216346,2981
"CTYZ_00003669","Ctyz_1","Meiotic nuclear division protein 1",1,1,0,0,0,217583,217623,40
"CTYZ_00003669","Ctyz_1","Meiotic nuclear division protein 1",1,1,0,0,0,217479,217503,24
"CTYZ_00003669","Ctyz_1","Meiotic nuclear division protein 1",1,1,0,0,0,217183,217379,196
"CTYZ_00003669","Ctyz_1","Meiotic nuclear division protein 1",1,1,0,0,0,216718,217057,339
