"","GeneID","CHR","TYPE","PRODUCT","START","END","LENGTH","STRAND","PHASE"
"22543","CTYZ_00000041","Ctyz_8","stop_codon","DNA mismatch repair proteins mutS family domain containing protein",90931,90933,2,"+","0"
"22544","CTYZ_00000042","Ctyz_8","gene",NA,91462,93042,1580,"+",NA
"22545","CTYZ_00000042","Ctyz_8","transcript","FAD dependent oxidoreductase",91462,93042,1580,"+",NA
"22546","CTYZ_00000042","Ctyz_8","exon","FAD dependent oxidoreductase",91462,93042,1580,"+",NA
"22547","CTYZ_00000042","Ctyz_8","CDS","FAD dependent oxidoreductase",91462,93039,1577,"+","0"
"22548","CTYZ_00000042","Ctyz_8","start_codon","FAD dependent oxidoreductase",91462,91464,2,"+","0"
"22549","CTYZ_00000042","Ctyz_8","stop_codon","FAD dependent oxidoreductase",93040,93042,2,"+","0"
"22550","CTYZ_00000043","Ctyz_8","gene",NA,93088,93606,518,"-",NA
"22551","CTYZ_00000043","Ctyz_8","transcript","Protein phosphatase inhibitor 2",93088,93606,518,"-",NA
"22552","CTYZ_00000043","Ctyz_8","exon","Protein phosphatase inhibitor 2",93088,93606,518,"-",NA
"22553","CTYZ_00000043","Ctyz_8","CDS","Protein phosphatase inhibitor 2",93091,93606,515,"-","0"
"22554","CTYZ_00000043","Ctyz_8","start_codon","Protein phosphatase inhibitor 2",93604,93606,2,"-","0"
"22555","CTYZ_00000043","Ctyz_8","stop_codon","Protein phosphatase inhibitor 2",93088,93090,2,"-","0"
"22556","CTYZ_00000044","Ctyz_8","gene",NA,94682,95254,572,"+",NA
"22557","CTYZ_00000044","Ctyz_8","transcript","60S ribosomal protein L6",94682,95254,572,"+",NA
"22558","CTYZ_00000044","Ctyz_8","exon","60S ribosomal protein L6",94682,95254,572,"+",NA
"22559","CTYZ_00000044","Ctyz_8","CDS","60S ribosomal protein L6",94682,95251,569,"+","0"
"22560","CTYZ_00000044","Ctyz_8","start_codon","60S ribosomal protein L6",94682,94684,2,"+","0"
"22561","CTYZ_00000044","Ctyz_8","stop_codon","60S ribosomal protein L6",95252,95254,2,"+","0"
"22562","CTYZ_00000045","Ctyz_8","gene",NA,96068,98776,2708,"+",NA
"22563","CTYZ_00000045","Ctyz_8","transcript","Uncharacterized Protein",96068,98776,2708,"+",NA
"22564","CTYZ_00000045","Ctyz_8","exon","Uncharacterized Protein",96068,98776,2708,"+",NA
"22565","CTYZ_00000045","Ctyz_8","CDS","Uncharacterized Protein",96068,98773,2705,"+","0"
"22566","CTYZ_00000045","Ctyz_8","start_codon","Uncharacterized Protein",96068,96070,2,"+","0"
"22567","CTYZ_00000045","Ctyz_8","stop_codon","Uncharacterized Protein",98774,98776,2,"+","0"
"22568","CTYZ_00000046","Ctyz_8","gene",NA,98909,102181,3272,"-",NA
"22569","CTYZ_00000046","Ctyz_8","transcript","Uncharacterized protein",98909,102181,3272,"-",NA
"22570","CTYZ_00000046","Ctyz_8","exon","Uncharacterized protein",98909,102181,3272,"-",NA
"22571","CTYZ_00000046","Ctyz_8","CDS","Uncharacterized protein",98912,102181,3269,"-","0"
"22572","CTYZ_00000046","Ctyz_8","start_codon","Uncharacterized protein",102179,102181,2,"-","0"
"22573","CTYZ_00000046","Ctyz_8","stop_codon","Uncharacterized protein",98909,98911,2,"-","0"
"22574","CTYZ_00000047","Ctyz_8","gene",NA,102757,103536,779,"-",NA
"22575","CTYZ_00000047","Ctyz_8","transcript","60S ribosomal protein L7A",102757,103536,779,"-",NA
"22576","CTYZ_00000047","Ctyz_8","exon","60S ribosomal protein L7A",102757,103536,779,"-",NA
"22577","CTYZ_00000047","Ctyz_8","CDS","60S ribosomal protein L7A",102760,103536,776,"-","0"
"22578","CTYZ_00000047","Ctyz_8","start_codon","60S ribosomal protein L7A",103534,103536,2,"-","0"
"22579","CTYZ_00000047","Ctyz_8","stop_codon","60S ribosomal protein L7A",102757,102759,2,"-","0"
"22580","CTYZ_00000048","Ctyz_8","gene",NA,104445,105380,935,"+",NA
"22581","CTYZ_00000048","Ctyz_8","transcript","60S ribosomal protein L5",104445,105380,935,"+",NA
"22582","CTYZ_00000048","Ctyz_8","exon","60S ribosomal protein L5",104445,105380,935,"+",NA
"22583","CTYZ_00000048","Ctyz_8","CDS","60S ribosomal protein L5",104445,105377,932,"+","0"
"22584","CTYZ_00000048","Ctyz_8","start_codon","60S ribosomal protein L5",104445,104447,2,"+","0"
"22585","CTYZ_00000048","Ctyz_8","stop_codon","60S ribosomal protein L5",105378,105380,2,"+","0"
"22586","CTYZ_00000049","Ctyz_8","gene",NA,105994,106872,878,"+",NA
"22587","CTYZ_00000049","Ctyz_8","transcript","DnaJ domain containing protein",105994,106872,878,"+",NA
"22588","CTYZ_00000049","Ctyz_8","exon","DnaJ domain containing protein",105994,106872,878,"+",NA
"22589","CTYZ_00000049","Ctyz_8","CDS","DnaJ domain containing protein",105994,106869,875,"+","0"
"22590","CTYZ_00000049","Ctyz_8","start_codon","DnaJ domain containing protein",105994,105996,2,"+","0"
"22591","CTYZ_00000049","Ctyz_8","stop_codon","DnaJ domain containing protein",106870,106872,2,"+","0"
"22592","CTYZ_00000050","Ctyz_8","gene",NA,106921,109263,2342,"-",NA
"22593","CTYZ_00000050","Ctyz_8","transcript","Metallo-beta-lactamase",106921,109263,2342,"-",NA
"22594","CTYZ_00000050","Ctyz_8","exon","Metallo-beta-lactamase",106921,109263,2342,"-",NA
"22595","CTYZ_00000050","Ctyz_8","CDS","Metallo-beta-lactamase",106924,109263,2339,"-","0"
"22596","CTYZ_00000050","Ctyz_8","start_codon","Metallo-beta-lactamase",109261,109263,2,"-","0"
"22597","CTYZ_00000050","Ctyz_8","stop_codon","Metallo-beta-lactamase",106921,106923,2,"-","0"
"22598","CTYZ_00000051","Ctyz_8","gene",NA,109606,110595,989,"-",NA
"22599","CTYZ_00000051","Ctyz_8","transcript","MRG domain containing protein",109606,110595,989,"-",NA
"22600","CTYZ_00000051","Ctyz_8","exon","MRG domain containing protein",109606,110595,989,"-",NA
"22601","CTYZ_00000051","Ctyz_8","CDS","MRG domain containing protein",109609,110595,986,"-","0"
"22602","CTYZ_00000051","Ctyz_8","start_codon","MRG domain containing protein",110593,110595,2,"-","0"
"22603","CTYZ_00000051","Ctyz_8","stop_codon","MRG domain containing protein",109606,109608,2,"-","0"
"22604","CTYZ_00000052","Ctyz_8","gene",NA,111439,114366,2927,"+",NA
"22605","CTYZ_00000052","Ctyz_8","transcript","Histone deacetylase",111439,114366,2927,"+",NA
"22606","CTYZ_00000052","Ctyz_8","exon","Histone deacetylase",111439,114366,2927,"+",NA
"22607","CTYZ_00000052","Ctyz_8","CDS","Histone deacetylase",111439,114363,2924,"+","0"
"22608","CTYZ_00000052","Ctyz_8","start_codon","Histone deacetylase",111439,111441,2,"+","0"
"22609","CTYZ_00000052","Ctyz_8","stop_codon","Histone deacetylase",114364,114366,2,"+","0"
"22610","CTYZ_00000053","Ctyz_8","gene",NA,115097,117868,2771,"+",NA
"22611","CTYZ_00000053","Ctyz_8","transcript","Centriolar protein SAS N-terminal-containing protein",115097,117868,2771,"+",NA
"22612","CTYZ_00000053","Ctyz_8","exon","Centriolar protein SAS N-terminal-containing protein",115097,117868,2771,"+",NA
"22613","CTYZ_00000053","Ctyz_8","CDS","Centriolar protein SAS N-terminal-containing protein",115097,117865,2768,"+","0"
"22614","CTYZ_00000053","Ctyz_8","start_codon","Centriolar protein SAS N-terminal-containing protein",115097,115099,2,"+","0"
"22615","CTYZ_00000053","Ctyz_8","stop_codon","Centriolar protein SAS N-terminal-containing protein",117866,117868,2,"+","0"
"22616","CTYZ_00000054","Ctyz_8","gene",NA,118311,118754,443,"-",NA
"22617","CTYZ_00000054","Ctyz_8","transcript","EF-hand calcium-binding domain containing protein",118311,118754,443,"-",NA
"22618","CTYZ_00000054","Ctyz_8","exon","EF-hand calcium-binding domain containing protein",118311,118754,443,"-",NA
"22619","CTYZ_00000054","Ctyz_8","CDS","EF-hand calcium-binding domain containing protein",118314,118754,440,"-","0"
"22620","CTYZ_00000054","Ctyz_8","start_codon","EF-hand calcium-binding domain containing protein",118752,118754,2,"-","0"
"22621","CTYZ_00000054","Ctyz_8","stop_codon","EF-hand calcium-binding domain containing protein",118311,118313,2,"-","0"
"22622","CTYZ_00000055","Ctyz_8","gene",NA,119217,119996,779,"+",NA
"22623","CTYZ_00000055","Ctyz_8","transcript","Telomere-capping CST complex subunit",119217,119996,779,"+",NA
"22624","CTYZ_00000055","Ctyz_8","exon","Telomere-capping CST complex subunit",119217,119449,232,"+",NA
"22625","CTYZ_00000055","Ctyz_8","exon","Telomere-capping CST complex subunit",119759,119996,237,"+",NA
"22626","CTYZ_00000055","Ctyz_8","CDS","Telomere-capping CST complex subunit",119217,119449,232,"+","0"
"22627","CTYZ_00000055","Ctyz_8","CDS","Telomere-capping CST complex subunit",119759,119993,234,"+","1"
"22628","CTYZ_00000055","Ctyz_8","start_codon","Telomere-capping CST complex subunit",119217,119219,2,"+","0"
"22629","CTYZ_00000055","Ctyz_8","stop_codon","Telomere-capping CST complex subunit",119994,119996,2,"+","0"
"22630","CTYZ_00000056","Ctyz_8","gene",NA,119979,121965,1986,"-",NA
"22631","CTYZ_00000056","Ctyz_8","transcript","Pus1p-like type II pseudousynthas TruA",119979,121965,1986,"-",NA
"22632","CTYZ_00000056","Ctyz_8","exon","Pus1p-like type II pseudousynthas TruA",120308,121965,1657,"-",NA
"22633","CTYZ_00000056","Ctyz_8","exon","Pus1p-like type II pseudousynthas TruA",119979,120116,137,"-",NA
"22634","CTYZ_00000056","Ctyz_8","CDS","Pus1p-like type II pseudousynthas TruA",120308,121809,1501,"-","0"
"22635","CTYZ_00000056","Ctyz_8","CDS","Pus1p-like type II pseudousynthas TruA",120011,120116,105,"-","1"
"22636","CTYZ_00000056","Ctyz_8","start_codon","Pus1p-like type II pseudousynthas TruA",121807,121809,2,"-","0"
"22637","CTYZ_00000056","Ctyz_8","stop_codon","Pus1p-like type II pseudousynthas TruA",120008,120010,2,"-","0"
"22638","CTYZ_00000057","Ctyz_8","gene",NA,122241,123350,1109,"-",NA
"22639","CTYZ_00000057","Ctyz_8","transcript","Uncharacterized Protein",122241,123350,1109,"-",NA
"22640","CTYZ_00000057","Ctyz_8","exon","Uncharacterized Protein",122241,123350,1109,"-",NA
"22641","CTYZ_00000057","Ctyz_8","CDS","Uncharacterized Protein",122244,123350,1106,"-","0"
"22642","CTYZ_00000057","Ctyz_8","start_codon","Uncharacterized Protein",123348,123350,2,"-","0"
"22643","CTYZ_00000057","Ctyz_8","stop_codon","Uncharacterized Protein",122241,122243,2,"-","0"
"22644","CTYZ_00000058","Ctyz_8","gene",NA,124843,125303,460,"+",NA
"22645","CTYZ_00000058","Ctyz_8","transcript","EF-hand domain containing protein",124843,125303,460,"+",NA
"22646","CTYZ_00000058","Ctyz_8","exon","EF-hand domain containing protein",124843,124910,67,"+",NA
"22647","CTYZ_00000058","Ctyz_8","exon","EF-hand domain containing protein",125031,125303,272,"+",NA
"22648","CTYZ_00000058","Ctyz_8","CDS","EF-hand domain containing protein",124875,124910,35,"+","0"
"22649","CTYZ_00000058","Ctyz_8","CDS","EF-hand domain containing protein",125031,125300,269,"+","0"
"22650","CTYZ_00000058","Ctyz_8","start_codon","EF-hand domain containing protein",124875,124877,2,"+","0"
"22651","CTYZ_00000058","Ctyz_8","stop_codon","EF-hand domain containing protein",125301,125303,2,"+","0"
"22652","CTYZ_00000059","Ctyz_8","gene",NA,126055,126771,716,"+",NA
"22653","CTYZ_00000059","Ctyz_8","transcript","Uncharacterized protein",126055,126771,716,"+",NA
"22654","CTYZ_00000059","Ctyz_8","exon","Uncharacterized protein",126055,126771,716,"+",NA
"22655","CTYZ_00000059","Ctyz_8","CDS","Uncharacterized protein",126055,126768,713,"+","0"
"22656","CTYZ_00000059","Ctyz_8","start_codon","Uncharacterized protein",126055,126057,2,"+","0"
"22657","CTYZ_00000059","Ctyz_8","stop_codon","Uncharacterized protein",126769,126771,2,"+","0"
"22658","CTYZ_00000060","Ctyz_8","gene",NA,126785,129247,2462,"-",NA
"22659","CTYZ_00000060","Ctyz_8","transcript","Thrombospondin type-1 (TSP1) repeat containing protein",126785,129247,2462,"-",NA
"22660","CTYZ_00000060","Ctyz_8","exon","Thrombospondin type-1 (TSP1) repeat containing protein",126785,129247,2462,"-",NA
"22661","CTYZ_00000060","Ctyz_8","CDS","Thrombospondin type-1 (TSP1) repeat containing protein",126788,129247,2459,"-","0"
"22662","CTYZ_00000060","Ctyz_8","start_codon","Thrombospondin type-1 (TSP1) repeat containing protein",129245,129247,2,"-","0"
"22663","CTYZ_00000060","Ctyz_8","stop_codon","Thrombospondin type-1 (TSP1) repeat containing protein",126785,126787,2,"-","0"
"22664","CTYZ_00000061","Ctyz_8","gene",NA,131732,138805,7073,"+",NA
"22665","CTYZ_00000061","Ctyz_8","transcript","Uncharacterized protein",131732,138805,7073,"+",NA
"22666","CTYZ_00000061","Ctyz_8","exon","Uncharacterized protein",131732,138805,7073,"+",NA
"22667","CTYZ_00000061","Ctyz_8","CDS","Uncharacterized protein",131732,138802,7070,"+","0"
"22668","CTYZ_00000061","Ctyz_8","start_codon","Uncharacterized protein",131732,131734,2,"+","0"
"22669","CTYZ_00000061","Ctyz_8","stop_codon","Uncharacterized protein",138803,138805,2,"+","0"
"22670","CTYZ_00000062","Ctyz_8","gene",NA,140567,141320,753,"+",NA
"22671","CTYZ_00000062","Ctyz_8","transcript","CDP-diacylglycerol--inositol 3-phosphatidyltransferase isoform 1 phosphatidylinositol synthase",140567,141320,753,"+",NA
"22672","CTYZ_00000062","Ctyz_8","exon","CDP-diacylglycerol--inositol 3-phosphatidyltransferase isoform 1 phosphatidylinositol synthase",140567,140615,48,"+",NA
"22673","CTYZ_00000062","Ctyz_8","exon","CDP-diacylglycerol--inositol 3-phosphatidyltransferase isoform 1 phosphatidylinositol synthase",140695,141320,625,"+",NA
"22674","CTYZ_00000062","Ctyz_8","CDS","CDP-diacylglycerol--inositol 3-phosphatidyltransferase isoform 1 phosphatidylinositol synthase",140567,140615,48,"+","0"
"22675","CTYZ_00000062","Ctyz_8","CDS","CDP-diacylglycerol--inositol 3-phosphatidyltransferase isoform 1 phosphatidylinositol synthase",140695,141317,622,"+","2"
"22676","CTYZ_00000062","Ctyz_8","start_codon","CDP-diacylglycerol--inositol 3-phosphatidyltransferase isoform 1 phosphatidylinositol synthase",140567,140569,2,"+","0"
"22677","CTYZ_00000062","Ctyz_8","stop_codon","CDP-diacylglycerol--inositol 3-phosphatidyltransferase isoform 1 phosphatidylinositol synthase",141318,141320,2,"+","0"
"22678","CTYZ_00000063","Ctyz_8","gene",NA,141497,144613,3116,"-",NA
"22679","CTYZ_00000063","Ctyz_8","transcript","Proteasome regulatory complex Rpn1 subunit",141497,144613,3116,"-",NA
"22680","CTYZ_00000063","Ctyz_8","exon","Proteasome regulatory complex Rpn1 subunit",141497,144613,3116,"-",NA
"22681","CTYZ_00000063","Ctyz_8","CDS","Proteasome regulatory complex Rpn1 subunit",141500,144613,3113,"-","0"
"22682","CTYZ_00000063","Ctyz_8","start_codon","Proteasome regulatory complex Rpn1 subunit",144611,144613,2,"-","0"
"22683","CTYZ_00000063","Ctyz_8","stop_codon","Proteasome regulatory complex Rpn1 subunit",141497,141499,2,"-","0"
"22684","CTYZ_00000064","Ctyz_8","gene",NA,145327,145806,479,"+",NA
"22685","CTYZ_00000064","Ctyz_8","transcript","Ubiquitin-conjugating enzyme E2",145327,145806,479,"+",NA
"22686","CTYZ_00000064","Ctyz_8","exon","Ubiquitin-conjugating enzyme E2",145327,145482,155,"+",NA
"22687","CTYZ_00000064","Ctyz_8","exon","Ubiquitin-conjugating enzyme E2",145540,145806,266,"+",NA
"22688","CTYZ_00000064","Ctyz_8","CDS","Ubiquitin-conjugating enzyme E2",145327,145482,155,"+","0"
"22689","CTYZ_00000064","Ctyz_8","CDS","Ubiquitin-conjugating enzyme E2",145540,145803,263,"+","0"
"22690","CTYZ_00000064","Ctyz_8","start_codon","Ubiquitin-conjugating enzyme E2",145327,145329,2,"+","0"
"22691","CTYZ_00000064","Ctyz_8","stop_codon","Ubiquitin-conjugating enzyme E2",145804,145806,2,"+","0"
"22692","CTYZ_00000065","Ctyz_8","gene",NA,145999,146976,977,"-",NA
"22693","CTYZ_00000065","Ctyz_8","transcript","alpha/beta hydrolase fold-containing protein",145999,146976,977,"-",NA
"22694","CTYZ_00000065","Ctyz_8","exon","alpha/beta hydrolase fold-containing protein",145999,146976,977,"-",NA
"22695","CTYZ_00000065","Ctyz_8","CDS","alpha/beta hydrolase fold-containing protein",146002,146976,974,"-","0"
"22696","CTYZ_00000065","Ctyz_8","start_codon","alpha/beta hydrolase fold-containing protein",146974,146976,2,"-","0"
"22697","CTYZ_00000065","Ctyz_8","stop_codon","alpha/beta hydrolase fold-containing protein",145999,146001,2,"-","0"
"22698","CTYZ_00000066","Ctyz_8","gene",NA,147838,149094,1256,"+",NA
"22699","CTYZ_00000066","Ctyz_8","transcript","Serine aminopeptidase, S33",147838,149094,1256,"+",NA
"22700","CTYZ_00000066","Ctyz_8","exon","Serine aminopeptidase, S33",147838,149094,1256,"+",NA
"22701","CTYZ_00000066","Ctyz_8","CDS","Serine aminopeptidase, S33",147838,149091,1253,"+","0"
"22702","CTYZ_00000066","Ctyz_8","start_codon","Serine aminopeptidase, S33",147838,147840,2,"+","0"
"22703","CTYZ_00000066","Ctyz_8","stop_codon","Serine aminopeptidase, S33",149092,149094,2,"+","0"
"22704","CTYZ_00000067","Ctyz_8","gene",NA,149758,152322,2564,"-",NA
"22705","CTYZ_00000067","Ctyz_8","transcript","AAA-type ATPase",149758,152322,2564,"-",NA
"22706","CTYZ_00000067","Ctyz_8","exon","AAA-type ATPase",149758,152322,2564,"-",NA
"22707","CTYZ_00000067","Ctyz_8","CDS","AAA-type ATPase",149761,152322,2561,"-","0"
"22708","CTYZ_00000067","Ctyz_8","start_codon","AAA-type ATPase",152320,152322,2,"-","0"
"22709","CTYZ_00000067","Ctyz_8","stop_codon","AAA-type ATPase",149758,149760,2,"-","0"
"22710","CTYZ_00000068","Ctyz_8","gene",NA,152729,153511,782,"-",NA
"22711","CTYZ_00000068","Ctyz_8","transcript","Uncharacterized protein",152729,153511,782,"-",NA
"22712","CTYZ_00000068","Ctyz_8","exon","Uncharacterized protein",152729,153511,782,"-",NA
"22713","CTYZ_00000068","Ctyz_8","CDS","Uncharacterized protein",152732,153511,779,"-","0"
"22714","CTYZ_00000068","Ctyz_8","start_codon","Uncharacterized protein",153509,153511,2,"-","0"
"22715","CTYZ_00000068","Ctyz_8","stop_codon","Uncharacterized protein",152729,152731,2,"-","0"
"22716","CTYZ_00000069","Ctyz_8","gene",NA,155265,156782,1517,"+",NA
"22717","CTYZ_00000069","Ctyz_8","transcript","26S proteasome non-ATPase regulatory subunit 5",155265,156782,1517,"+",NA
"22718","CTYZ_00000069","Ctyz_8","exon","26S proteasome non-ATPase regulatory subunit 5",155265,156782,1517,"+",NA
"22719","CTYZ_00000069","Ctyz_8","CDS","26S proteasome non-ATPase regulatory subunit 5",155265,156779,1514,"+","0"
"22720","CTYZ_00000069","Ctyz_8","start_codon","26S proteasome non-ATPase regulatory subunit 5",155265,155267,2,"+","0"
"22721","CTYZ_00000069","Ctyz_8","stop_codon","26S proteasome non-ATPase regulatory subunit 5",156780,156782,2,"+","0"
"22722","CTYZ_00000070","Ctyz_8","gene",NA,157415,161005,3590,"+",NA
"22723","CTYZ_00000070","Ctyz_8","transcript","WD40-repeat-containing protein",157415,161005,3590,"+",NA
"22724","CTYZ_00000070","Ctyz_8","exon","WD40-repeat-containing protein",157415,161005,3590,"+",NA
"22725","CTYZ_00000070","Ctyz_8","CDS","WD40-repeat-containing protein",157415,161002,3587,"+","0"
"22726","CTYZ_00000070","Ctyz_8","start_codon","WD40-repeat-containing protein",157415,157417,2,"+","0"
"22727","CTYZ_00000070","Ctyz_8","stop_codon","WD40-repeat-containing protein",161003,161005,2,"+","0"
"22728","CTYZ_00000071","Ctyz_8","gene",NA,161453,162476,1023,"+",NA
"22729","CTYZ_00000071","Ctyz_8","transcript","60S ribosomal protein L23A",161453,162476,1023,"+",NA
"22730","CTYZ_00000071","Ctyz_8","exon","60S ribosomal protein L23A",161453,161640,187,"+",NA
"22731","CTYZ_00000071","Ctyz_8","exon","60S ribosomal protein L23A",162028,162476,448,"+",NA
"22732","CTYZ_00000071","Ctyz_8","CDS","60S ribosomal protein L23A",161625,161640,15,"+","0"
"22733","CTYZ_00000071","Ctyz_8","CDS","60S ribosomal protein L23A",162028,162473,445,"+","2"
"22734","CTYZ_00000071","Ctyz_8","start_codon","60S ribosomal protein L23A",161625,161627,2,"+","0"
"22735","CTYZ_00000071","Ctyz_8","stop_codon","60S ribosomal protein L23A",162474,162476,2,"+","0"
"22736","CTYZ_00000072","Ctyz_8","gene",NA,163375,164595,1220,"-",NA
"22737","CTYZ_00000072","Ctyz_8","transcript","Uncharacterized protein",163375,164595,1220,"-",NA
"22738","CTYZ_00000072","Ctyz_8","exon","Uncharacterized protein",163375,164595,1220,"-",NA
"22739","CTYZ_00000072","Ctyz_8","CDS","Uncharacterized protein",163378,164595,1217,"-","0"
"22740","CTYZ_00000072","Ctyz_8","start_codon","Uncharacterized protein",164593,164595,2,"-","0"
"22741","CTYZ_00000072","Ctyz_8","stop_codon","Uncharacterized protein",163375,163377,2,"-","0"
"22742","CTYZ_00000073","Ctyz_8","gene",NA,164750,168414,3664,"-",NA
"22743","CTYZ_00000073","Ctyz_8","transcript","Uncharacterized protein",164750,166969,2219,"-",NA
"22744","CTYZ_00000073","Ctyz_8","exon","Uncharacterized protein",164750,166969,2219,"-",NA
"22745","CTYZ_00000073","Ctyz_8","CDS","Uncharacterized protein",164753,166969,2216,"-","0"
"22746","CTYZ_00000073","Ctyz_8","start_codon","Uncharacterized protein",166967,166969,2,"-","0"
"22747","CTYZ_00000073","Ctyz_8","stop_codon","Uncharacterized protein",164750,164752,2,"-","0"
"22748","CTYZ_00000074","Ctyz_8","gene",NA,167000,168414,1414,"-",NA
"22749","CTYZ_00000074","Ctyz_8","transcript","Uncharacterized protein",167000,168414,1414,"-",NA
"22750","CTYZ_00000074","Ctyz_8","exon","Uncharacterized protein",167000,168414,1414,"-",NA
"22751","CTYZ_00000074","Ctyz_8","CDS","Uncharacterized protein",167767,168414,647,"-","0"
"22752","CTYZ_00000074","Ctyz_8","start_codon","Uncharacterized protein",168412,168414,2,"-","0"
"22753","CTYZ_00000074","Ctyz_8","stop_codon","Uncharacterized protein",167764,167766,2,"-","0"
"22754","CTYZ_00000075","Ctyz_8","gene",NA,168700,169385,685,"-",NA
"22755","CTYZ_00000075","Ctyz_8","transcript","Uncharacterized protein",168700,169385,685,"-",NA
"22756","CTYZ_00000075","Ctyz_8","exon","Uncharacterized protein",168700,169385,685,"-",NA
"22757","CTYZ_00000075","Ctyz_8","CDS","Uncharacterized protein",169236,169385,149,"-","0"
"22758","CTYZ_00000075","Ctyz_8","start_codon","Uncharacterized protein",169383,169385,2,"-","0"
"22759","CTYZ_00000075","Ctyz_8","stop_codon","Uncharacterized protein",169233,169235,2,"-","0"
"22760","CTYZ_00000076","Ctyz_8","gene",NA,171216,172614,1398,"-",NA
"22761","CTYZ_00000076","Ctyz_8","transcript","putative Secreted Protein",171216,172614,1398,"-",NA
"22762","CTYZ_00000076","Ctyz_8","exon","putative Secreted Protein",171216,172614,1398,"-",NA
"22763","CTYZ_00000076","Ctyz_8","CDS","putative Secreted Protein",171244,172608,1364,"-","0"
"22764","CTYZ_00000076","Ctyz_8","start_codon","putative Secreted Protein",172606,172608,2,"-","0"
"22765","CTYZ_00000076","Ctyz_8","stop_codon","putative Secreted Protein",171241,171243,2,"-","0"
"22766","CTYZ_00000077","Ctyz_8","gene",NA,173592,174132,540,"-",NA
"22767","CTYZ_00000077","Ctyz_8","transcript","putative Secreted Protein",173592,174132,540,"-",NA
"22768","CTYZ_00000077","Ctyz_8","exon","putative Secreted Protein",173592,174132,540,"-",NA
"22769","CTYZ_00000077","Ctyz_8","CDS","putative Secreted Protein",173622,174128,506,"-","0"
"22770","CTYZ_00000077","Ctyz_8","start_codon","putative Secreted Protein",174126,174128,2,"-","0"
"22771","CTYZ_00000077","Ctyz_8","stop_codon","putative Secreted Protein",173619,173621,2,"-","0"
"22772","CTYZ_00000078","Ctyz_8","gene",NA,174979,175188,209,"-",NA
"22773","CTYZ_00000078","Ctyz_8","transcript","putative Secreted Protein",174979,175188,209,"-",NA
"22774","CTYZ_00000078","Ctyz_8","exon","putative Secreted Protein",174979,175188,209,"-",NA
"22775","CTYZ_00000078","Ctyz_8","CDS","putative Secreted Protein",174989,175183,194,"-","0"
"22776","CTYZ_00000078","Ctyz_8","start_codon","putative Secreted Protein",175181,175183,2,"-","0"
"22777","CTYZ_00000078","Ctyz_8","stop_codon","putative Secreted Protein",174986,174988,2,"-","0"
"22778","CTYZ_00000079","Ctyz_8","gene",NA,175939,181419,5480,"-",NA
"22779","CTYZ_00000079","Ctyz_8","transcript","Myosin motor domain containing protein",175939,181419,5480,"-",NA
"22780","CTYZ_00000079","Ctyz_8","exon","Myosin motor domain containing protein",175939,181419,5480,"-",NA
"22781","CTYZ_00000079","Ctyz_8","CDS","Myosin motor domain containing protein",175942,181419,5477,"-","0"
"22782","CTYZ_00000079","Ctyz_8","start_codon","Myosin motor domain containing protein",181417,181419,2,"-","0"
"22783","CTYZ_00000079","Ctyz_8","stop_codon","Myosin motor domain containing protein",175939,175941,2,"-","0"
"22784","CTYZ_00000080","Ctyz_8","gene",NA,182332,182676,344,"+",NA
"22785","CTYZ_00000080","Ctyz_8","transcript","Uncharacterized protein",182332,182676,344,"+",NA
"22786","CTYZ_00000080","Ctyz_8","exon","Uncharacterized protein",182332,182676,344,"+",NA
"22787","CTYZ_00000080","Ctyz_8","CDS","Uncharacterized protein",182332,182673,341,"+","0"
"22788","CTYZ_00000080","Ctyz_8","start_codon","Uncharacterized protein",182332,182334,2,"+","0"
"22789","CTYZ_00000080","Ctyz_8","stop_codon","Uncharacterized protein",182674,182676,2,"+","0"
"22790","CTYZ_00000081","Ctyz_8","gene",NA,184156,185545,1389,"+",NA
"22791","CTYZ_00000081","Ctyz_8","transcript","Modulator of levamisole receptor-1",184156,185545,1389,"+",NA
"22792","CTYZ_00000081","Ctyz_8","exon","Modulator of levamisole receptor-1",184156,184376,220,"+",NA
"22793","CTYZ_00000081","Ctyz_8","exon","Modulator of levamisole receptor-1",184485,185027,542,"+",NA
"22794","CTYZ_00000081","Ctyz_8","exon","Modulator of levamisole receptor-1",185098,185292,194,"+",NA
"22795","CTYZ_00000081","Ctyz_8","exon","Modulator of levamisole receptor-1",185364,185545,181,"+",NA
"22796","CTYZ_00000081","Ctyz_8","CDS","Modulator of levamisole receptor-1",184156,184376,220,"+","0"
"22797","CTYZ_00000081","Ctyz_8","CDS","Modulator of levamisole receptor-1",184485,185027,542,"+","1"
"22798","CTYZ_00000081","Ctyz_8","CDS","Modulator of levamisole receptor-1",185098,185292,194,"+","1"
"22799","CTYZ_00000081","Ctyz_8","CDS","Modulator of levamisole receptor-1",185364,185535,171,"+","1"
"22800","CTYZ_00000081","Ctyz_8","start_codon","Modulator of levamisole receptor-1",184156,184158,2,"+","0"
"22801","CTYZ_00000081","Ctyz_8","stop_codon","Modulator of levamisole receptor-1",185536,185538,2,"+","0"
"22802","CTYZ_00000082","Ctyz_8","gene",NA,185597,185713,116,"+",NA
"22803","CTYZ_00000082","Ctyz_8","transcript","Uncharacterized protein",185597,185713,116,"+",NA
"22804","CTYZ_00000082","Ctyz_8","exon","Uncharacterized protein",185597,185713,116,"+",NA
